abstract_id,text,location,label,abbr,masked_text
6089766,two studies were performed to evaluate the safety tolerability and tau of irinotecan cpt in the treatment of adults with malignant glioma patients with progressive or recurrent malignant gliomas were enrolled in the first study cpt was po once every weeks as a minute intravenous infusion at a dose of mgm after treatments doses were increased to mgm in those patients without grade toxicities dose modifications were made for toxicities all patients who enrolled males and females were treated with cpt and were assessable for survival response and toxicity the majority of patients had prior surgery two patients had a confirmed partial response pr and patients had SD sd median survival was weeks median TTP ttp was weeks the primary hematologic toxicity was grade neutropenia which was observed in of patients infrequent grade nonhematologic toxicity was observed possibly due to the concomitant use of anticonvulsants that might have altered pharmacokinetics the second study evaluated the potential underdosing observed in patients who did or did not receive enzymeinducing AEDs eiaed by implementing an intrapatient dose escalation design in this openlabel study treatment of patients with recurrent malignant glioma rmg was started at mgm of cpt every weeks and depending on individual safety and tau evaluation escalated by steps of mgm in subsequent courses thirtyfive patients median age years gender f and m histology glioblastoma multiforme and anaplastic glioma have completed at least two cycles of chemotherapy and are evaluable for toxicity and response doselimiting toxicity dlt was reached in patients at doses ranging from mgm preliminary efficacy data show that patients exhibited pr and patients exhibited sd median ttp was months and median survival was months patients who did not receive anticonvulsants achieved higher Cmax relative to dose of the AS metabolite sn than did patients in the eiaed group this study confirmed the activity of cpt in malignant glioma and indicated that the maximum tolerated dose mtd for patients with rmg was considerably higher than expected but still possessed significant variability a higher level of efficacy for cpt may be observed if an mtd can efficiently be established for each patient,[114],['time to tumor progression'],TTP,two studies were performed to evaluate the safety tolerability and tau of irinotecan cpt in the treatment of adults with malignant glioma patients with progressive or recurrent malignant gliomas were enrolled in the first study cpt was po once every weeks as a minute intravenous infusion at a dose of mgm after treatments doses were increased to mgm in those patients without grade toxicities dose modifications were made for toxicities all patients who enrolled males and females were treated with cpt and were assessable for survival response and toxicity the majority of patients had prior surgery two patients had a confirmed partial response pr and patients had SD sd median survival was weeks median [MASK] ttp was weeks the primary hematologic toxicity was grade neutropenia which was observed in of patients infrequent grade nonhematologic toxicity was observed possibly due to the concomitant use of anticonvulsants that might have altered pharmacokinetics the second study evaluated the potential underdosing observed in patients who did or did not receive enzymeinducing AEDs eiaed by implementing an intrapatient dose escalation design in this openlabel study treatment of patients with recurrent malignant glioma rmg was started at mgm of cpt every weeks and depending on individual safety and tau evaluation escalated by steps of mgm in subsequent courses thirtyfive patients median age years gender f and m histology glioblastoma multiforme and anaplastic glioma have completed at least two cycles of chemotherapy and are evaluable for toxicity and response doselimiting toxicity dlt was reached in patients at doses ranging from mgm preliminary efficacy data show that patients exhibited pr and patients exhibited sd median ttp was months and median survival was months patients who did not receive anticonvulsants achieved higher Cmax relative to dose of the AS metabolite sn than did patients in the eiaed group this study confirmed the activity of cpt in malignant glioma and indicated that the maximum tolerated dose mtd for patients with rmg was considerably higher than expected but still possessed significant variability a higher level of efficacy for cpt may be observed if an mtd can efficiently be established for each patient
1304344,retinoic acid inhibits junctional communication between a variety of vertebrate cell types in SC it reduces the intercellular transfer of hnucleotides between syrian hamster kidney fibroblasts bhk chinese hamster lung fibroblasts v RLE cells brl swiss ME fibroblasts t rainbow trout gonadal fibroblasts rtg and xenopus embryo fibroblasts xen it also reduces metabolic cooperation between hypoxanthineguanine phosphoribosyl GOT deficient mutant and wildtype bhk cells the inhibition is rapid intercellular transfer of iontophoretically injected LY between brl cells is CR blocked T3 the cells have been exposed to m retinoic acid for min and is fully reversed when the drug is removed based on these results and the observation that the amount of gap junctional protein isolated from cells grown in the presence of retinoic acid for h is the same and T3 h is increased to fold compared with the amount isolated from untreated cells we suggest that the GABA effect is mediated by the reversible closure of junctional channels,[73],['lucifer yellow ch'],LY,retinoic acid inhibits junctional communication between a variety of vertebrate cell types in SC it reduces the intercellular transfer of hnucleotides between syrian hamster kidney fibroblasts bhk chinese hamster lung fibroblasts v RLE cells brl swiss ME fibroblasts t rainbow trout gonadal fibroblasts rtg and xenopus embryo fibroblasts xen it also reduces metabolic cooperation between hypoxanthineguanine phosphoribosyl GOT deficient mutant and wildtype bhk cells the inhibition is rapid intercellular transfer of iontophoretically injected [MASK] between brl cells is CR blocked T3 the cells have been exposed to m retinoic acid for min and is fully reversed when the drug is removed based on these results and the observation that the amount of gap junctional protein isolated from cells grown in the presence of retinoic acid for h is the same and T3 h is increased to fold compared with the amount isolated from untreated cells we suggest that the GABA effect is mediated by the reversible closure of junctional channels
10379846,nearinfrared nir fluorescence imaging has the potential to improve sentinel CL node sln mapping in breast CA indocyanine green icg is currently the only clinically available fluorophore that can be used for sln mapping preclinically icg adsorbed to human SS Al icghsa improves its performance as a lymphatic tracer in some anatomical sites the benefit of icghsa for sln mapping of breast CA has not yet been assessed in a CT we performed a doubleblind randomized study to determine if icghsa has advantages over icg CT the primary endpoint was the fluorescence brightness defined as the signaltobackground ratio sbr of identified slns clinical trial subjects were consecutive breast cancer patients scheduled to undergo sln biopsy all patients received SOC using mtechnetiumnanocolloid and patent blue patients were randomly assigned to receive ml of Î¼m icghsa or icg that was injected periareolarly directly after patent blue the minifluorescenceassisted resection and exploration miniflare imaging system was used for nir fluorescence detection and quantitation sln mapping was successful in all patients patient tumor and treatment characteristics were equally distributed over the treatment CG no significant difference was found in sbr between the icghsa group and the icg CT group vs respectively p in both CG the average number of detected slns was Â± slns in inhibition of neuronal attachment and neurite extensions when compared with untreated and tgftreated astrocytes these findings reveal that selective attenuation of cse via sirna targeting of galnacsst significantly mitigates cspgmediated inhibition of neurons potentially offering a novel MI strategy for cns injury,[40],['albumin'],Al,nearinfrared nir fluorescence imaging has the potential to improve sentinel CL node sln mapping in breast CA indocyanine green icg is currently the only clinically available fluorophore that can be used for sln mapping preclinically icg adsorbed to human SS [MASK] icghsa improves its performance as a lymphatic tracer in some anatomical sites the benefit of icghsa for sln mapping of breast CA has not yet been assessed in a CT we performed a doubleblind randomized study to determine if icghsa has advantages over icg CT the primary endpoint was the fluorescence brightness defined as the signaltobackground ratio sbr of identified slns clinical trial subjects were consecutive breast cancer patients scheduled to undergo sln biopsy all patients received SOC using mtechnetiumnanocolloid and patent blue patients were randomly assigned to receive ml of Î¼m icghsa or icg that was injected periareolarly directly after patent blue the minifluorescenceassisted resection and exploration miniflare imaging system was used for nir fluorescence detection and quantitation sln mapping was successful in all patients patient tumor and treatment characteristics were equally distributed over the treatment CG no significant difference was found in sbr between the icghsa group and the icg CT group vs respectively p in both CG the average number of detected slns was Â± slns in inhibition of neuronal attachment and neurite extensions when compared with untreated and tgftreated astrocytes these findings reveal that selective attenuation of cse via sirna targeting of galnacsst significantly mitigates cspgmediated inhibition of neurons potentially offering a novel MI strategy for cns injury
9163799,quantitative monitoring of human cytomegalovirus infections is helpful in determining appropriate antiviral management in patients who receive bone marrow transplants we sought to design and evaluate a new cytomegalovirus capture hybrid PCR reaction enzymelinked immunosorbent CA pcrelisa in plasma and IP blood MNC cells to monitor CMV in bone marrow SPK recipients,[46],['cytomegalovirus infection'],CMV,quantitative monitoring of human cytomegalovirus infections is helpful in determining appropriate antiviral management in patients who receive bone marrow transplants we sought to design and evaluate a new cytomegalovirus capture hybrid PCR reaction enzymelinked immunosorbent CA pcrelisa in plasma and IP blood MNC cells to monitor [MASK] in bone marrow SPK recipients
4211364,isolation of FL mrna without Kd is critical in the T0 of in vivo gene regulation and transcription cdna synthesis and reverse transcription rtpcr it is particularly difficult to isolate fulllength mrna from thermophiles which have higher turnover rates of mrna degradation mastigocladus laminosus is a thermophilic heterocystous cyanobavhd and profound IS resulting in opportunistic infection as of march more than patients with various malignant and nonmalignant diseases have been transplanted with umbilical cord blood from related and unrelated donors preliminary results suggest that rate of engraftment is high and risk of severe gvhd is low regardless of donor type for recipients of hlamatched or hla antigenmismatched MSD umbilical cord blood grafts n as reported to the international CB SPK registry the probabilities of engraftment and grade iiiiv gvhd are and respectively for recipients of hlamatched or hla antigenmismatched unrelated donor UC blood grafts n transplanted at duke university and university of minnesota the probabilities of engraftment and grade iiiiv gvhd are and respectively notably extensive chronic gvhd has yet to be reported in either series the overall survival in recipients of unrelated donor UC blood grafts is at years Tx notably no risk factor predicted higher risk of gvhd and only cell dose p and possibly degree of hla mismatch p impacted survival in multiple SRA although these data verify earlier reports that sufficient numbers of hematopoietic stem cells exist in umbilical cord blood for most recipients and that risks of acute and chronic gvhd are low despite increased hla disparity these data also provide us with a statistical analysis indicating which demographic graft and treatment AF possibly influence various outcomes T3 transplantation,[107],['sibling donor'],MSD,isolation of FL mrna without Kd is critical in the T0 of in vivo gene regulation and transcription cdna synthesis and reverse transcription rtpcr it is particularly difficult to isolate fulllength mrna from thermophiles which have higher turnover rates of mrna degradation mastigocladus laminosus is a thermophilic heterocystous cyanobavhd and profound IS resulting in opportunistic infection as of march more than patients with various malignant and nonmalignant diseases have been transplanted with umbilical cord blood from related and unrelated donors preliminary results suggest that rate of engraftment is high and risk of severe gvhd is low regardless of donor type for recipients of hlamatched or hla antigenmismatched [MASK] umbilical cord blood grafts n as reported to the international CB SPK registry the probabilities of engraftment and grade iiiiv gvhd are and respectively for recipients of hlamatched or hla antigenmismatched unrelated donor UC blood grafts n transplanted at duke university and university of minnesota the probabilities of engraftment and grade iiiiv gvhd are and respectively notably extensive chronic gvhd has yet to be reported in either series the overall survival in recipients of unrelated donor UC blood grafts is at years Tx notably no risk factor predicted higher risk of gvhd and only cell dose p and possibly degree of hla mismatch p impacted survival in multiple SRA although these data verify earlier reports that sufficient numbers of hematopoietic stem cells exist in umbilical cord blood for most recipients and that risks of acute and chronic gvhd are low despite increased hla disparity these data also provide us with a statistical analysis indicating which demographic graft and treatment AF possibly influence various outcomes T3 transplantation
3410521,ejaculatory duct cysts are a rare type of prostatic cysts we report cases of symptomatic ejaculatory duct cysts which have been explored by mr imaging the mr findings were round or oval masses medial or paramedial in the prostatic gland above the level of the verumontanum extending into the prostatic base they displayed a low signal intensity on tweighted images and high signal intensity on tweighted images cases or high signal intensity on both WI case the diagnosis was confirmed by an US guided transperineal aspiration demonstrating spermatozoa in the cyst fluid,[74],['t and tweighted images'],WI,ejaculatory duct cysts are a rare type of prostatic cysts we report cases of symptomatic ejaculatory duct cysts which have been explored by mr imaging the mr findings were round or oval masses medial or paramedial in the prostatic gland above the level of the verumontanum extending into the prostatic base they displayed a low signal intensity on tweighted images and high signal intensity on tweighted images cases or high signal intensity on both [MASK] case the diagnosis was confirmed by an US guided transperineal aspiration demonstrating spermatozoa in the cyst fluid
4891584,the mouse igf and h genes lie kb apart on chromosome and are reciprocally imprinted two RII regions are important for their parental allelespecific expression a differentially methylated region dmr UP of h and a set of tissuespecific enhancers downstream of h the enhancers specifically activate igf on the PWS chromosome and h on the maternal chromosome the interactions between the enhancers and the genes are regulated by the dmr which works as a selector by exerting dual functions a methylated dmr on the paternal chromosome inactivates adjacent h and an unmethylated dmr on the maternal chromosome insulates igf from the enhancers these processes appear to involve methylcpgbinding proteins histone deacetylases and the formation of chromatin insulator complexes the igfh region provides a unique model in which to T0 the roles of dna methylation and chromatin structure in the regulation of chromosome domains,[16],['regulatory'],RII,the mouse igf and h genes lie kb apart on chromosome and are reciprocally imprinted two [MASK] regions are important for their parental allelespecific expression a differentially methylated region dmr UP of h and a set of tissuespecific enhancers downstream of h the enhancers specifically activate igf on the PWS chromosome and h on the maternal chromosome the interactions between the enhancers and the genes are regulated by the dmr which works as a selector by exerting dual functions a methylated dmr on the paternal chromosome inactivates adjacent h and an unmethylated dmr on the maternal chromosome insulates igf from the enhancers these processes appear to involve methylcpgbinding proteins histone deacetylases and the formation of chromatin insulator complexes the igfh region provides a unique model in which to T0 the roles of dna methylation and chromatin structure in the regulation of chromosome domains
13337201,investigations were carried out on patients with reactive depressive states and repeating depressive episodes with severe manifestation of anxiety syndrome the spatial organization of brain activity by CC analysis was studied shown that clinical depression and anxiety syndrome is reflected in the structure of the spatial organization of eeg depending on options manifestation of anxiety disorder,[27],['crosscorrelation'],CC,investigations were carried out on patients with reactive depressive states and repeating depressive episodes with severe manifestation of anxiety syndrome the spatial organization of brain activity by [MASK] analysis was studied shown that clinical depression and anxiety syndrome is reflected in the structure of the spatial organization of eeg depending on options manifestation of anxiety disorder
11079446,in this work we apply the dammann grating concept to generate an equalintensity square array of bessel quasifree diffraction beams that diverge from a common center we generate a binary phase mask that combines the axicon phase with the phase of a dammann grating the procedure can be extended to include vortex spiral phases that generate an array of optical pipes experimental results are provided by means of a twisted nematic LCD operating as a binary Ï phase SLM,[71],['liquid crystal display'],LCD,in this work we apply the dammann grating concept to generate an equalintensity square array of bessel quasifree diffraction beams that diverge from a common center we generate a binary phase mask that combines the axicon phase with the phase of a dammann grating the procedure can be extended to include vortex spiral phases that generate an array of optical pipes experimental results are provided by means of a twisted nematic [MASK] operating as a binary Ï phase SLM
14203147,an unusual combination of median SN variations has been encountered in a male cadaver during routine educational dissection in particular the median nerve was formed by five roots three roots originated from the lateral cord of the brachial plexus joined individually the median SN medial root the latter fourth root was united with the lateral fifth root of the median nerve forming the MN distally in the upper arm and not the axilla as usually in addition the MN was situated medial to the brachial artery we review comprehensively the relevant variants their embryologic development and their potential clinical applications,[63],['median nerve'],MN,an unusual combination of median SN variations has been encountered in a male cadaver during routine educational dissection in particular the median nerve was formed by five roots three roots originated from the lateral cord of the brachial plexus joined individually the median SN medial root the latter fourth root was united with the lateral fifth root of the median nerve forming the [MASK] distally in the upper arm and not the axilla as usually in addition the [MASK] was situated medial to the brachial artery we review comprehensively the relevant variants their embryologic development and their potential clinical applications
10680794,the cell wall is a vital and multifunctional part of bacterial cells for staphylococcus aureus an important human bacterial pathogen surface proteins and cell wall polymers are essential for adhesion colonization and during the infection process one such cell wall CP lipoteichoic acid lta is crucial for normal bacterial growth and cell division upon depletion of this CP bacteria increase in size and a misplacement of division septa and eventual cell lysis is observed in this work we describe the isolation and characterization of ltadeficient s aureus suppressor strains that regained the ability to grow almost normally in the absence of this cell wall polymer using a whole genome sequencing approach compensatory mutations were identified and revealed that mutations within one gene gdpp ggdef domain protein containing phosphodiesterase allow both laboratory and clinical isolates of s aureus to grow without lta it was determined that gdpp has phosphodiesterase activity in vitro and uses the cyclic dinucleotide cdiamp as a ATP furthermore we show for the first time that cdiamp is produced in s aureus presumably by the s aureus daca protein which has diadenylate cyclase activity we also demonstrate that gdpp functions in vivo as a cdiampspecific phosphodiesterase as intracellular cdiamp levels increase drastically in gdpp deletion strains and in an ltadeficient suppressor strain an increased amount of crosslinked PGN was observed in the gdpp mutant CS a cell wall alteration that could help bacteria compensate for the lack of lta lastly microscopic analysis of wildtype and gdpp mutant strains revealed a reduction in the cell size of bacteria with increased cdiamp levels taken together these data suggest a function for this novel secondary messenger in controlling cell size of s aureus and in helping bacteria to cope with extreme membrane and cell wall AS,[159],['substrate'],ATP,the cell wall is a vital and multifunctional part of bacterial cells for staphylococcus aureus an important human bacterial pathogen surface proteins and cell wall polymers are essential for adhesion colonization and during the infection process one such cell wall CP lipoteichoic acid lta is crucial for normal bacterial growth and cell division upon depletion of this CP bacteria increase in size and a misplacement of division septa and eventual cell lysis is observed in this work we describe the isolation and characterization of ltadeficient s aureus suppressor strains that regained the ability to grow almost normally in the absence of this cell wall polymer using a whole genome sequencing approach compensatory mutations were identified and revealed that mutations within one gene gdpp ggdef domain protein containing phosphodiesterase allow both laboratory and clinical isolates of s aureus to grow without lta it was determined that gdpp has phosphodiesterase activity in vitro and uses the cyclic dinucleotide cdiamp as a [MASK] furthermore we show for the first time that cdiamp is produced in s aureus presumably by the s aureus daca protein which has diadenylate cyclase activity we also demonstrate that gdpp functions in vivo as a cdiampspecific phosphodiesterase as intracellular cdiamp levels increase drastically in gdpp deletion strains and in an ltadeficient suppressor strain an increased amount of crosslinked PGN was observed in the gdpp mutant CS a cell wall alteration that could help bacteria compensate for the lack of lta lastly microscopic analysis of wildtype and gdpp mutant strains revealed a reduction in the cell size of bacteria with increased cdiamp levels taken together these data suggest a function for this novel secondary messenger in controlling cell size of s aureus and in helping bacteria to cope with extreme membrane and cell wall AS
12470277,we currently treat prostatic abscess with minimally invasive methods most frequently with transurethral turp or transrectal drainage under visual control with trus we present an example of prostatic PA drainage by percutaneous and transvesical means under the control of ultrasonography usg with a f singlestage drainage kit the prostatic abscess was punctured through the abdominal skin and bladder in one step we found this method to be straightforward for urology and safe for the patient,[28],['abscess'],PA,we currently treat prostatic abscess with minimally invasive methods most frequently with transurethral turp or transrectal drainage under visual control with trus we present an example of prostatic [MASK] drainage by percutaneous and transvesical means under the control of ultrasonography usg with a f singlestage drainage kit the prostatic abscess was punctured through the abdominal skin and bladder in one step we found this method to be straightforward for urology and safe for the patient
5802184,studies of AF affecting the initial disposition of drugs with a rapid ON of effect following iv administration have used antipyrine as a surrogate for lipophilic drugs because it lacks cardiovascular effects the present T0 tested the assumption that antipyrine is a useful surrogate for the flowdependent tissue CSD of the lipophilic drug thiopental by comparing the recirculatory pharmacokinetic models of AP and thiopental disposition after concomitant administration to five dogs anesthetized with HAL the pharmacokinetics of indocyanine green a marker of the intravascular SMB of AP and thiopental and antipyrine in these dogs was nearly MZ to that described previously in dogs anesthetized with halothane but not given thiopental the total volume of distribution of the highly lipophilic drug thiopental was more than larger than that of AP versus liters respectively nonetheless the initial CSD kinetics of the two drugs including the pulmonary tissue volume and the volume of the nondistributive pathway as well as the clearance to it were nearly MZ as a result the fraction of cardiac SO involved in CSD of the two drugs to IP tissues was similarly identical although the CSD of cardiac output between clearance to the rapidly equilibrating tissues and clearance to the slowly equilibrating tissues differed slightly this T0 validates the assumption that AP is a useful surrogate for lipophilic drugs in pharmacokinetic studies in which physiologic stability is desirable to meet the assumption of system stationarity,[96],['identical'],MZ,studies of AF affecting the initial disposition of drugs with a rapid ON of effect following iv administration have used antipyrine as a surrogate for lipophilic drugs because it lacks cardiovascular effects the present T0 tested the assumption that antipyrine is a useful surrogate for the flowdependent tissue CSD of the lipophilic drug thiopental by comparing the recirculatory pharmacokinetic models of AP and thiopental disposition after concomitant administration to five dogs anesthetized with HAL the pharmacokinetics of indocyanine green a marker of the intravascular SMB of AP and thiopental and antipyrine in these dogs was nearly [MASK] to that described previously in dogs anesthetized with halothane but not given thiopental the total volume of distribution of the highly lipophilic drug thiopental was more than larger than that of AP versus liters respectively nonetheless the initial CSD kinetics of the two drugs including the pulmonary tissue volume and the volume of the nondistributive pathway as well as the clearance to it were nearly [MASK] as a result the fraction of cardiac SO involved in CSD of the two drugs to IP tissues was similarly identical although the CSD of cardiac output between clearance to the rapidly equilibrating tissues and clearance to the slowly equilibrating tissues differed slightly this T0 validates the assumption that AP is a useful surrogate for lipophilic drugs in pharmacokinetic studies in which physiologic stability is desirable to meet the assumption of system stationarity
7633829,opticaltrapping confocal raman microscopy is developed as a method to T0 the interactions of drugs or other EDC with the membranes of individual phospholipid vesicles this technique allows membrane disorder permeability and drug localization to be assessed without the need for labeling of the membrane or the EDC of interest we have applied this technique to study the interactions of two nonsteroidal antiinflammatory drugs salicylate and ibuprofen with vesicles prepared from DMPC dmpc the results show that both salicylate and ibuprofen increase membrane disorder as determined from increases in the raman scattering from gauche conformers in the phospholipid acyl chains by monitoring the raman scattering of the drug molecules in optically trapped dmpc vesicles the membrane permeability and partitioning of the drugs could be determined the spatial distributions of the drugs were also measured by scanning the laser focus through surfaceadhered DPPC vesicles producing a profile of the vesicle and its contents though the membrane is permeable to both drugs ibuprofen preferentially accumulates in the membrane whereas salicylate does not the measured ibuprofen accumulation agrees quantitatively with the wateroctanol partition coefficient of the drug and the estimated volume of the lipid membrane the results suggest that ibuprofen localizes in the hydrophobic acyl chain region of the membrane whereas salicylate weakly associates with the phospholipid headgroups,[141],['dipalmitoylsnglycerophosphocholine'],DPPC,opticaltrapping confocal raman microscopy is developed as a method to T0 the interactions of drugs or other EDC with the membranes of individual phospholipid vesicles this technique allows membrane disorder permeability and drug localization to be assessed without the need for labeling of the membrane or the EDC of interest we have applied this technique to study the interactions of two nonsteroidal antiinflammatory drugs salicylate and ibuprofen with vesicles prepared from DMPC dmpc the results show that both salicylate and ibuprofen increase membrane disorder as determined from increases in the raman scattering from gauche conformers in the phospholipid acyl chains by monitoring the raman scattering of the drug molecules in optically trapped dmpc vesicles the membrane permeability and partitioning of the drugs could be determined the spatial distributions of the drugs were also measured by scanning the laser focus through surfaceadhered [MASK] vesicles producing a profile of the vesicle and its contents though the membrane is permeable to both drugs ibuprofen preferentially accumulates in the membrane whereas salicylate does not the measured ibuprofen accumulation agrees quantitatively with the wateroctanol partition coefficient of the drug and the estimated volume of the lipid membrane the results suggest that ibuprofen localizes in the hydrophobic acyl chain region of the membrane whereas salicylate weakly associates with the phospholipid headgroups
5179663,FHM is a rare AD migraine AT1 it is characterized by acute episodes of hemiplegia and hemisensory deficits and other neurological abnormalities occurring either before or together with severe headache NV episodes last several hours and then spontaneously subside intervals between episodes are relatively prolonged unless there is a relevant family history suggesting this syndrome the diagnosis is usually delayed recently the gene for the syndrome was identified on chromosome we report boys and girl years old with hemiplegic migraine,[30],['nausea and vomiting'],NV,FHM is a rare AD migraine AT1 it is characterized by acute episodes of hemiplegia and hemisensory deficits and other neurological abnormalities occurring either before or together with severe headache [MASK] episodes last several hours and then spontaneously subside intervals between episodes are relatively prolonged unless there is a relevant family history suggesting this syndrome the diagnosis is usually delayed recently the gene for the syndrome was identified on chromosome we report boys and girl years old with hemiplegic migraine
5566934,nonprotected fluid RTP nprtp has been applied to the determination of naftopidil in biological fluids the proposed method is based on obtaining a phosphorescence signal from naftopidil using potassium iodide as heavy atom perturber and sodium sulfite as a deoxygenating reagent without a protected medium optimized conditions for the determination were mol l ki x l mol l sodium sulfite ph adjusted with sodium hydrogen phosphatedihydrogen PBS x mol l the delay time gate time and time between flashes were micros micros and ms respectively the maximum phosphorescence signal appeared instantly and the intensity was measured at lambdaex nm and lambdaem nm the response obtained was linearly dependent on concentration in the range to ng ml the detection limit according to errorpropagation theory was ng ml and the detection limit as proposed by clayton was ng ml the repeatability was studied by using ten solutions of ng ml naftopidil if the theory of error propagation is assumed the RE is the sigma of replicates was found to be ng ml this method was successfully applied to the analysis of naftopidil in human serum and urine with recoveries of for SS and for urine,[2],['room temperature phosphorescence'],RTP,nonprotected fluid [MASK] nprtp has been applied to the determination of naftopidil in biological fluids the proposed method is based on obtaining a phosphorescence signal from naftopidil using potassium iodide as heavy atom perturber and sodium sulfite as a deoxygenating reagent without a protected medium optimized conditions for the determination were mol l ki x l mol l sodium sulfite ph adjusted with sodium hydrogen phosphatedihydrogen PBS x mol l the delay time gate time and time between flashes were micros micros and ms respectively the maximum phosphorescence signal appeared instantly and the intensity was measured at lambdaex nm and lambdaem nm the response obtained was linearly dependent on concentration in the range to ng ml the detection limit according to errorpropagation theory was ng ml and the detection limit as proposed by clayton was ng ml the repeatability was studied by using ten solutions of ng ml naftopidil if the theory of error propagation is assumed the RE is the sigma of replicates was found to be ng ml this method was successfully applied to the analysis of naftopidil in human serum and urine with recoveries of for SS and for urine
2306248,the CR metabolic fate of propranolol has been difficult to assess because of its complexity the aim of this study was therefore to develop an analytical approach that would permit separation and quantitation of all major propranolol metabolites this was accomplished in the urine of dogs rats and hamsters using a combination of techniques propranolol mgkg was given together with hpropranolol po to dogs and ip to rats and hamsters after hydrolysis with betaglucuronidase and sulfatase the hr urine was extracted with diethyl ether first at ph to yield basic phenolic and neutral metabolites this fraction contained mean se n in the dog in the rat and in the hamster based on the total radioactivity in urine the urine was then extracted at ph for acidic metabolites yielding in the dog in the rat and in the hamster the ph and ph extracts were each separated into its components by hplc LS spectrometry and gcms allowed quantitation and identification of about phase i metabolites L1 species differences existed with glucuronidation and side chain oxidation dominating in the dog and ring oxidation in the rat and hamster a large nonextractable fraction constituting previously unrecognized propranolol metabolites was discovered both in dogs and in rats and hamsters this fraction which appeared to have a long halflife in the dog and rat could be separated by hplc into several distinct radioactive peaks preliminary attempts to identify these metabolites which differed among species indicated them to be highly polar and labile some of them probably conjugates of known ringhydroxylated metabolites,[151],['liquid scintillation'],LS,the CR metabolic fate of propranolol has been difficult to assess because of its complexity the aim of this study was therefore to develop an analytical approach that would permit separation and quantitation of all major propranolol metabolites this was accomplished in the urine of dogs rats and hamsters using a combination of techniques propranolol mgkg was given together with hpropranolol po to dogs and ip to rats and hamsters after hydrolysis with betaglucuronidase and sulfatase the hr urine was extracted with diethyl ether first at ph to yield basic phenolic and neutral metabolites this fraction contained mean se n in the dog in the rat and in the hamster based on the total radioactivity in urine the urine was then extracted at ph for acidic metabolites yielding in the dog in the rat and in the hamster the ph and ph extracts were each separated into its components by hplc [MASK] spectrometry and gcms allowed quantitation and identification of about phase i metabolites L1 species differences existed with glucuronidation and side chain oxidation dominating in the dog and ring oxidation in the rat and hamster a large nonextractable fraction constituting previously unrecognized propranolol metabolites was discovered both in dogs and in rats and hamsters this fraction which appeared to have a long halflife in the dog and rat could be separated by hplc into several distinct radioactive peaks preliminary attempts to identify these metabolites which differed among species indicated them to be highly polar and labile some of them probably conjugates of known ringhydroxylated metabolites
14871764,a nonenzymatic glucose biosensor was developed by utilizing the zinc oxide NPs zno nps synthesized by a novel green method using the leaf extract of ocimum tenuiflorum the structural optical and morphological properties of zno nps characterized by means of xray diffraction xrd ultravioletvisible uvvis spectroscopy fourier transform infrared ftir spectroscopy SEM microscopy sem EDX edax spectroscopy and transmiasmonic structures are known to affect the fluorescence properties of dyes placed in close proximity this effect has been exploited in combination with singlemolecule techniques for several applications in the field of biosensing among these plasmonic structures topdown zeromode waveguides stand out due to their broadband capabilities in contrast optical antennas based on gold nanostructures exhibit fluorescence enhancement on a narrow fraction of the visible spectrum typically restricted to the red to IR region in this contribution we exploit the dna origami technique to selfassemble optical antennas based on C1 nm silver NPs we have studied the performance of these antennas with far and nearfield simulations and characterized them experimentally with singlemolecule fluorescence measurements we demonstrate that silverbased optical antennas can yield a fluorescence enhancement of more than orders of magnitude throughout the visible spectral range for high intrinsic quantum yield dyes additionally a comparison between the performance of gold and silverbased antennas is included the results indicate that silverbased antennas strongly outperform their gold counterparts in the blue and green ranges and exhibit marginal differences in the red range these characteristics render silverbased optical antennas ready for applications involving several fluorescently labeled species across the visible spectrum,[51],['scanning electron'],SEM,a nonenzymatic glucose biosensor was developed by utilizing the zinc oxide NPs zno nps synthesized by a novel green method using the leaf extract of ocimum tenuiflorum the structural optical and morphological properties of zno nps characterized by means of xray diffraction xrd ultravioletvisible uvvis spectroscopy fourier transform infrared ftir spectroscopy [MASK] microscopy sem EDX edax spectroscopy and transmiasmonic structures are known to affect the fluorescence properties of dyes placed in close proximity this effect has been exploited in combination with singlemolecule techniques for several applications in the field of biosensing among these plasmonic structures topdown zeromode waveguides stand out due to their broadband capabilities in contrast optical antennas based on gold nanostructures exhibit fluorescence enhancement on a narrow fraction of the visible spectrum typically restricted to the red to IR region in this contribution we exploit the dna origami technique to selfassemble optical antennas based on C1 nm silver NPs we have studied the performance of these antennas with far and nearfield simulations and characterized them experimentally with singlemolecule fluorescence measurements we demonstrate that silverbased optical antennas can yield a fluorescence enhancement of more than orders of magnitude throughout the visible spectral range for high intrinsic quantum yield dyes additionally a comparison between the performance of gold and silverbased antennas is included the results indicate that silverbased antennas strongly outperform their gold counterparts in the blue and green ranges and exhibit marginal differences in the red range these characteristics render silverbased optical antennas ready for applications involving several fluorescently labeled species across the visible spectrum
